Unnamed: 0,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,target,song_title,artist,Cluster,Mood
96,0.0604,0.799,333520,0.789,0.0,0,0.0338,-8.208,1,0.0396,116.081,4.0,0.833,1,The Magnificent Seven - Remastered,The Clash,4,Happy
109,0.487,0.559,111270,0.633,0.0,7,0.164,-3.265,1,0.0329,72.496,4.0,0.842,1,He's So Fine - 2000 Digital Remaster,The Chiffons,4,Happy
111,0.403,0.683,142333,0.71,0.0,9,0.086,-7.445,1,0.114,128.181,4.0,0.93,1,It's My Party,Lesley Gore,4,Happy
112,0.656,0.78,149440,0.599,0.0,2,0.129,-10.251,1,0.0329,121.198,4.0,0.967,1,Please Mr. Postman,The Marvelettes,4,Happy
114,0.141,0.661,196615,0.531,0.0,7,0.136,-10.113,0,0.548,93.287,5.0,0.657,1,Queen's Speech 4,Lady Leshurr,4,Happy
117,0.00257,0.896,267024,0.623,0.000258,2,0.039,-8.008,1,0.0571,134.962,4.0,0.564,1,Hotline Bling,Drake,4,Happy
120,0.013,0.888,200080,0.483,4.85e-06,6,0.0926,-7.797,1,0.154,125.008,4.0,0.221,1,No Type,Rae Sremmurd,4,Happy
126,0.107,0.645,591707,0.924,0.0266,10,0.0982,-7.697,0,0.0569,90.852,4.0,0.886,1,Water No Get Enemy - Edit,Fela Kuti,4,Happy
128,0.0219,0.735,269817,0.641,0.89,7,0.168,-6.177,0,0.0284,105.993,4.0,0.886,1,Hercules Theme,Hercules & Love Affair,4,Happy
131,0.0224,0.634,221960,0.609,0.0,6,0.099,-8.982,1,0.172,83.021,4.0,0.659,1,Kush,Lil Wayne,4,Happy
133,0.0668,0.704,199246,0.647,1.93e-06,10,0.101,-7.874,0,0.171,92.002,4.0,0.694,1,Magnets,Disclosure,4,Happy
138,0.00919,0.944,261973,0.839,0.0,11,0.0921,-4.141,1,0.108,136.019,4.0,0.891,1,Sippin On Some Syrup,Three 6 Mafia,4,Happy
142,0.0512,0.851,224653,0.387,0.0,0,0.0996,-13.584,1,0.334,116.629,4.0,0.365,1,Smell Yo D*ck,Riskay,4,Happy
144,0.221,0.767,194066,0.891,0.0723,4,0.0935,-6.426,1,0.0402,122.026,4.0,0.779,1,Endless Rhythm,Baio,4,Happy
149,0.334,0.726,221787,0.583,0.00135,0,0.122,-6.434,0,0.23,140.943,4.0,0.48,1,The Buzz (feat. Mataya & Young Tapz),Hermitude,4,Happy
157,0.0734,0.791,219333,0.779,0.0,7,0.0832,-5.972,1,0.235,110.037,4.0,0.581,1,Alright,Kendrick Lamar,4,Happy
163,0.149,0.785,262979,0.764,0.813,4,0.201,-5.245,0,0.04,93.984,4.0,0.961,1,Next to You,Poolside,4,Happy
166,0.000259,0.644,237120,0.758,0.0708,5,0.0726,-7.859,1,0.0458,108.99,4.0,0.752,1,Dark Matter,Feathers,4,Happy
168,0.0472,0.849,217693,0.408,0.0,6,0.101,-8.67,0,0.284,99.876,4.0,0.337,1,Wu-Tang Forever,Drake,4,Happy
177,0.108,0.804,336160,0.708,0.0636,10,0.0528,-5.099,0,0.0394,141.996,4.0,0.966,1,Sexy Socialite,Chromeo,4,Happy
178,0.0108,0.787,273853,0.658,0.0152,8,0.13,-5.379,0,0.0324,110.983,4.0,0.867,1,Okay,Holy Ghost!,4,Happy
181,0.0315,0.628,308527,0.824,0.543,0,0.0999,-7.983,1,0.112,122.01,4.0,0.86,1,When A Fire Starts To Burn - Midland Remix,Disclosure,4,Happy
201,0.0855,0.737,332453,0.545,9.32e-05,6,0.153,-8.536,0,0.362,140.086,4.0,0.438,1,Mercy,Kanye West,4,Happy
202,0.0293,0.769,214333,0.712,2.12e-06,8,0.103,-4.692,0,0.029,120.975,4.0,0.948,1,Don't You Evah,Spoon,4,Happy
204,0.000467,0.817,213059,0.588,1.51e-06,7,0.0911,-6.603,1,0.0399,119.934,4.0,0.448,1,Le Goudron (Edit),YACHT,4,Happy
210,0.827,0.583,248213,0.776,3.81e-05,3,0.298,-5.293,1,0.0661,126.536,4.0,0.782,1,Bang! Bang!,Joe Cuba,4,Happy
211,0.0628,0.727,289267,0.548,0.526,10,0.133,-7.393,1,0.0291,107.826,4.0,0.93,1,Every 1's A Winner - Single Version,Hot Chocolate,4,Happy
216,0.105,0.901,212712,0.744,7.79e-06,0,0.0964,-3.484,1,0.283,135.95,4.0,0.606,1,Hannah Montana,Migos,4,Happy
224,0.0862,0.731,178987,0.75,0.000388,2,0.202,-10.457,1,0.0321,135.406,4.0,0.648,1,I Would Die 4 U,Prince,4,Happy
228,0.000686,0.745,384907,0.857,0.2,0,0.022,-5.754,1,0.0393,115.945,4.0,0.946,1,Flying High (Part 1),Cloud One,4,Happy
230,0.377,0.818,242067,0.528,0.0,2,0.131,-10.666,0,0.0716,120.368,4.0,0.895,1,Spill The Wine,Eric Burdon,4,Happy
232,0.0913,0.614,286315,0.857,0.0,2,0.069,-8.85,0,0.0859,85.125,4.0,0.944,1,Never Gonna Give You Up,Barry White,4,Happy
235,0.011,0.757,280427,0.578,0.00672,0,0.127,-3.886,1,0.0386,102.96,4.0,0.952,1,Dangerous (feat. Joywave),Big Data,4,Happy
238,0.538,0.879,313493,0.495,0.000333,7,0.0827,-10.584,0,0.0765,102.652,4.0,0.797,1,Estrelar,Marcos Valle,4,Happy
241,0.245,0.623,227907,0.65,0.000913,10,0.146,-7.953,1,0.0274,116.74,4.0,0.884,1,San Francisco,Foxygen,4,Happy
247,0.0957,0.747,202349,0.722,0.000519,8,0.208,-7.33,1,0.0349,100.215,4.0,0.56,1,Glad I Met You,D. Gookin,4,Happy
252,0.275,0.756,206378,0.44,0.0,1,0.101,-9.973,0,0.179,112.14,4.0,0.307,1,Sitting Pretty (feat. Wiz Khalifa),Ty Dolla $ign,4,Happy
253,0.212,0.723,322050,0.687,5.83e-05,11,0.137,-7.019,0,0.0373,95.237,4.0,0.867,1,"Glyde 2nyte (feat. Leon Sylvers III, Leon Sylvers IV)",Dâm-Funk,4,Happy
257,0.539,0.689,171560,0.83,0.0,8,0.0882,-8.774,1,0.0954,140.732,4.0,0.822,1,Can You Get To That,Funkadelic,4,Happy
265,0.124,0.875,347667,0.532,0.0123,10,0.314,-13.265,0,0.0686,116.556,4.0,0.704,1,Cool It Now,New Edition,4,Happy
268,0.455,0.847,191541,0.654,0.0622,5,0.0674,-6.443,0,0.113,119.998,4.0,0.624,1,You Know You Like It - Bondax Remix,AlunaGeorge,4,Happy
269,0.015,0.836,229715,0.537,0.00103,4,0.0805,-9.854,0,0.261,160.188,4.0,0.43,1,Batuque (Jeremy Sole & Atropolis Remix),Dom La Nena,4,Happy
276,0.29,0.857,222573,0.484,3.04e-06,10,0.112,-6.232,0,0.148,107.434,4.0,0.729,1,Last Chance to Dance,Ekkah,4,Happy
280,0.00978,0.706,362413,0.643,0.00955,2,0.103,-9.357,0,0.0859,160.026,4.0,0.808,1,Rhythm of Devotion,Sisyphus,4,Happy
281,0.0621,0.736,190440,0.539,0.0312,1,0.12,-8.316,1,0.0936,147.73,4.0,0.761,1,Zion Gate Dub,King Tubby,4,Happy
282,0.081,0.651,253587,0.77,6.54e-05,0,0.114,-8.08,0,0.0274,112.923,4.0,0.738,1,Enjoy The Silence - Remastered Version Original,Depeche Mode,4,Happy
287,0.516,0.525,216520,0.797,5e-06,1,0.152,-11.168,0,0.0656,100.518,4.0,0.769,1,I Want You - Single Version,Marvin Gaye,4,Happy
289,0.504,0.719,181459,0.697,0.0,2,0.295,-5.647,1,0.31,117.123,4.0,0.668,1,Suede (feat. Anderson Paak & Knxwledge),NxWorries,4,Happy
290,0.825,0.722,196507,0.605,0.0178,5,0.248,-6.07,1,0.153,165.998,4.0,0.69,1,Bam Bam,Sister Nancy,4,Happy
302,0.19,0.703,228040,0.412,5.26e-06,6,0.221,-9.827,0,0.0288,152.219,4.0,0.815,1,Johnny Was,Bob Marley & The Wailers,4,Happy
303,0.407,0.688,192040,0.488,0.0,11,0.43,-14.195,0,0.357,69.77,4.0,0.708,1,Monster Mash,"Bobby ""Boris"" Pickett",4,Happy
308,0.0259,0.69,225533,0.548,0.00243,10,0.106,-9.587,0,0.352,121.509,4.0,0.693,1,Love Buzz,Shocking Blue,4,Happy
311,0.0803,0.664,472013,0.727,0.000253,0,0.38,-8.738,1,0.263,77.92,4.0,0.527,1,Disco Devil,"Lee ""Scratch"" Perry",4,Happy
319,0.106,0.912,194040,0.317,0.000208,6,0.0723,-12.719,0,0.0378,99.346,4.0,0.949,1,Who Is He (And What Is He to You?),Bill Withers,4,Happy
323,0.0602,0.803,446307,0.579,0.000627,10,0.226,-11.156,0,0.059,108.567,4.0,0.726,1,"I'll Be Good - 12"" Mix",Rene & Angela,4,Happy
324,0.219,0.698,223191,0.515,0.0,4,0.124,-13.029,1,0.0605,85.023,4.0,0.712,1,Here I Come (Broader Than Broadway),Barrington Levy,4,Happy
330,0.0286,0.76,479547,0.391,0.00691,1,0.0582,-8.73,1,0.0353,116.873,4.0,0.965,1,Atomic Bomb,William Onyeabor,4,Happy
332,0.0445,0.808,237853,0.687,0.3,9,0.0933,-8.668,1,0.0397,109.953,4.0,0.458,1,Swingin' Party,Kindness,4,Happy
334,0.0111,0.846,233387,0.501,0.00257,11,0.0883,-6.076,1,0.0334,118.001,4.0,0.825,1,Pieces,Tanlines,4,Happy
337,0.0115,0.82,349720,0.616,0.445,4,0.082,-8.427,0,0.0361,127.86,4.0,0.972,1,Let's Lovedance Tonight - Danny Krivit Re-edit - Dk Re-Edit,Gary's Gang,4,Happy
344,0.602,0.637,156430,0.498,0.119,1,0.305,-9.367,1,0.0231,92.227,4.0,0.931,1,The Way You’d Love Her,Mac Demarco,4,Happy
349,0.157,0.599,218342,0.524,0.0,1,0.238,-8.036,1,0.13,83.013,4.0,0.44,1,Unbreakable,Janet Jackson,4,Happy
350,0.371,0.837,245581,0.492,0.0401,0,0.102,-7.792,1,0.354,85.951,4.0,0.407,1,It's Strange (feat. K.Flay),Louis The Child,4,Happy
357,0.128,0.889,272720,0.597,0.0004,9,0.0924,-7.301,0,0.374,119.999,4.0,0.261,1,Choices (Yup),E-40,4,Happy
363,0.16,0.746,179091,0.682,0.0,7,0.177,-6.353,1,0.117,98.977,4.0,0.836,1,Sick Beat,Kero Kero Bonito,4,Happy
366,0.445,0.915,183159,0.54,3.63e-05,7,0.11,-6.578,1,0.0661,100.039,4.0,0.113,1,Norf Norf,Vince Staples,4,Happy
367,0.304,0.75,229588,0.835,0.0,4,0.165,-7.882,1,0.152,127.026,4.0,0.504,1,Eleven 11: / 11,Rob Curly,4,Happy
368,0.109,0.632,197963,0.519,0.0,1,0.122,-7.207,1,0.0265,99.999,4.0,0.602,1,Buffalo,Toro y Moi,4,Happy
370,0.273,0.893,142012,0.378,0.0,9,0.141,-7.324,1,0.305,119.969,4.0,0.642,1,Probably Nu It,Tree,4,Happy
372,0.0573,0.639,284080,0.749,0.0294,1,0.153,-5.916,0,0.0468,84.452,4.0,0.553,1,Star,Gary Clark Jr.,4,Happy
376,0.0207,0.808,292373,0.41,0.364,9,0.0769,-12.428,1,0.0658,122.663,4.0,0.752,1,Champagne Coast,Blood Orange,4,Happy
377,0.102,0.775,423747,0.528,0.582,9,0.233,-7.756,1,0.0441,94.967,4.0,0.961,1,Running Back To You,The Juan Maclean,4,Happy
381,0.038,0.728,176675,0.62,0.0,2,0.342,-7.533,1,0.0434,81.998,4.0,0.904,1,"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,4,Happy
387,0.268,0.763,322093,0.623,4.37e-06,2,0.0768,-6.128,1,0.179,115.032,4.0,0.369,1,Grindin’ My Whole Life,HS87,4,Happy
388,0.0626,0.858,254920,0.717,0.243,0,0.216,-8.734,1,0.0995,120.004,4.0,0.593,1,Slyd,!!!,4,Happy
392,0.0818,0.61,290667,0.791,0.0,2,0.0847,-10.918,0,0.101,85.338,4.0,0.938,1,Never Never Gonna Give Ya Up,Barry White,4,Happy
394,0.016,0.79,233813,0.616,0.13,0,0.136,-7.081,1,0.0388,111.038,4.0,0.373,1,Wait for a Minute,tUnE-yArDs,4,Happy
397,0.113,0.715,329169,0.64,0.0418,2,0.0848,-7.168,1,0.0317,113.507,4.0,0.398,1,Huarache Lights,Hot Chip,4,Happy
398,0.0414,0.811,312360,0.635,0.142,7,0.204,-8.394,1,0.0971,137.595,4.0,0.752,1,Leave House,Caribou,4,Happy
399,0.704,0.597,318261,0.721,0.0119,0,0.188,-9.433,1,0.0377,110.761,4.0,0.854,1,"Sweet Power, Your Embrace",James Mason,4,Happy
401,0.629,0.811,141000,0.461,1.4e-05,9,0.0767,-10.829,1,0.264,75.286,4.0,0.72,1,Money Money,Horace Andy,4,Happy
403,0.391,0.799,157068,0.657,3.16e-06,3,0.0763,-5.293,1,0.0377,141.655,4.0,0.956,1,I'll Do a Little Bit More,The Olympics,4,Happy
405,0.27,0.865,462467,0.896,0.0488,3,0.0676,-7.031,0,0.0623,111.457,4.0,0.939,1,Bustin' Loose,Chuck Brown and the Soul Searchers,4,Happy
406,0.107,0.826,253747,0.751,7.71e-05,10,0.0596,-9.621,0,0.0564,105.909,4.0,0.919,1,I Wish,Stevie Wonder,4,Happy
408,0.124,0.85,311120,0.818,0.00135,0,0.349,-8.623,1,0.0904,105.266,4.0,0.845,1,More Bounce To The Ounce,Zapp,4,Happy
409,0.0245,0.819,302000,0.684,0.358,2,0.115,-6.97,1,0.0599,130.268,4.0,0.84,1,Outlaw,War,4,Happy
410,0.0194,0.896,474040,0.482,0.033,0,0.0273,-8.35,1,0.127,112.0,4.0,0.847,1,Walking Into Sunshine,Central Line,4,Happy
426,0.132,0.635,139931,0.766,0.0,11,0.122,-6.449,1,0.26,93.603,4.0,0.675,1,Grown Up,Danny Brown,4,Happy
450,0.0184,0.845,415371,0.59,0.00581,0,0.084,-8.225,1,0.0538,126.024,4.0,0.346,1,Principles,Benoit & Sergio,4,Happy
453,0.386,0.791,317467,0.729,0.0126,11,0.0771,-9.856,0,0.054,108.274,4.0,0.717,1,Do It Roger,Zapp,4,Happy
454,0.00983,0.795,218147,0.578,0.743,5,0.115,-8.507,0,0.0569,127.014,4.0,0.639,1,Pharaohs (feat. Roses Gabor),SBTRKT,4,Happy
456,0.676,0.679,282308,0.709,0.0,7,0.292,-5.851,0,0.133,84.543,4.0,0.677,1,Computer Love,Zapp,4,Happy
459,0.00254,0.812,237320,0.554,0.698,7,0.0558,-10.978,1,0.0567,123.289,4.0,0.786,1,White Horse,Laid Back,4,Happy
462,0.185,0.731,207496,0.812,0.154,5,0.131,-6.691,1,0.0608,91.96,4.0,0.861,1,Say Please,Teams vs. Star Slinger,4,Happy
463,0.00649,0.805,213280,0.596,0.00772,7,0.299,-6.007,1,0.119,81.004,4.0,0.753,1,You Don't Love Me (No No No),Dawn Penn,4,Happy
466,0.738,0.698,101039,0.923,8.21e-06,1,0.296,-5.382,0,0.316,95.009,4.0,0.779,1,Close to Me,Teams vs. Star Slinger,4,Happy
467,0.000419,0.823,259680,0.811,0.0745,1,0.176,-6.158,1,0.0661,104.63,4.0,0.718,1,How Do You See Me Now,Zdar,4,Happy
468,0.00176,0.819,231747,0.777,0.0931,8,0.0627,-7.734,0,0.0614,104.651,4.0,0.769,1,See Me Now,Cassius,4,Happy
470,0.00402,0.872,198101,0.565,0.237,7,0.0947,-10.236,1,0.0708,125.992,4.0,0.885,1,Dance Our Way,DJ Eleven,4,Happy
471,0.00241,0.85,205663,0.664,0.0672,0,0.192,-9.141,1,0.105,126.018,4.0,0.584,1,Flashing Lights,DJ Ayres,4,Happy
473,0.196,0.76,263733,0.76,0.00185,10,0.113,-5.964,0,0.0509,111.01,4.0,0.616,1,Bizness,tUnE-yArDs,4,Happy
474,0.0305,0.874,217783,0.492,0.0,2,0.117,-4.898,1,0.328,64.992,4.0,0.644,1,Long Heels Red Bottoms,Trina,4,Happy
476,0.000963,0.767,317320,0.712,0.00275,5,0.243,-7.28,1,0.0564,125.025,4.0,0.947,1,Jealousy,Martin Solveig,4,Happy
483,0.429,0.857,287200,0.889,5.21e-06,6,0.143,-4.382,1,0.0795,103.072,4.0,0.82,1,Bop Gun (One Nation) - Radio Edit,Ice Cube,4,Happy
486,0.000299,0.697,238206,0.68,0.00674,2,0.125,-6.847,1,0.0318,98.002,4.0,0.288,1,On'n'On - Ruined by Rick Rubin,Justice,4,Happy
494,0.00138,0.881,259200,0.564,0.0,2,0.0983,-5.239,1,0.232,100.032,4.0,0.36,1,"Function - feat. YG, IAmSu & Problem",E-40,4,Happy
497,0.0227,0.816,222920,0.894,7.23e-05,6,0.331,-9.243,1,0.0819,99.995,4.0,0.968,1,Mi Swing es Tropical,Nickodemus,4,Happy
499,0.0365,0.829,336906,0.637,0.0233,5,0.267,-9.481,0,0.0882,120.761,4.0,0.688,1,Changes,Crazy P,4,Happy
502,0.0989,0.7,285211,0.718,0.0609,2,0.218,-5.882,1,0.0535,81.997,4.0,0.343,1,Slow Down,Poolside,4,Happy
506,0.00991,0.486,252707,0.526,0.158,0,0.0976,-9.041,1,0.0272,75.461,4.0,0.726,1,The Kids Were Wrong,Memoryhouse,4,Happy
509,0.00909,0.694,337187,0.716,0.000814,7,0.0772,-7.468,1,0.0513,121.427,4.0,0.896,1,Der Kommissar,After The Fire,4,Happy
510,0.122,0.817,220987,0.528,0.0,1,0.284,-6.551,1,0.0656,100.997,4.0,0.161,1,Slow Down,Clyde Carson,4,Happy
512,0.419,0.727,239360,0.657,0.0,0,0.0624,-5.307,1,0.188,82.553,4.0,0.794,1,About to Die,Dirty Projectors,4,Happy
517,0.0833,0.852,237533,0.523,0.0,5,0.106,-6.716,0,0.032,130.154,4.0,0.648,1,Two Of Hearts,Stacey Q,4,Happy
519,0.145,0.844,265400,0.688,0.00351,4,0.104,-8.594,0,0.291,96.671,4.0,0.747,1,Can I Kick It?,A Tribe Called Quest,4,Happy
520,0.0275,0.684,195373,0.603,0.000311,11,0.191,-8.127,0,0.0989,81.0,4.0,0.508,1,Sure Thing,Miguel,4,Happy
524,0.597,0.792,239427,0.387,0.000106,8,0.0757,-8.192,0,0.0464,136.996,4.0,0.677,1,Look At Where We Are,Hot Chip,4,Happy
544,0.0101,0.651,247360,0.642,0.000186,2,0.0902,-4.276,1,0.167,88.237,4.0,0.711,1,Anything New,Bibio,4,Happy
546,0.169,0.759,346160,0.772,0.0687,7,0.0668,-8.052,1,0.125,89.245,4.0,0.752,1,Louie Louie,Toots & The Maytals,4,Happy
547,0.0175,0.726,190360,0.664,0.0,0,0.195,-6.275,1,0.108,75.571,4.0,0.494,1,Under Mi Sensi,Barrington Levy,4,Happy
549,0.0845,0.865,233300,0.549,0.158,0,0.081,-10.083,1,0.244,142.8,4.0,0.619,1,Murderer,Barrington Levy,4,Happy
553,0.453,0.815,230307,0.672,0.0,8,0.112,-5.675,1,0.27,151.362,4.0,0.813,1,Jacket & Tie,Toyan,4,Happy
555,4.06e-05,0.683,230587,0.698,0.000113,9,0.058,-6.255,1,0.0395,125.999,4.0,0.962,1,All Of Me,Tanlines,4,Happy
556,0.0829,0.722,192026,0.619,0.0,9,0.0533,-8.324,0,0.352,140.031,4.0,0.606,1,Females Welcomed (feat. Reija Lee),Trinidad James,4,Happy
567,0.164,0.824,181800,0.513,0.0,8,0.0487,-9.591,1,0.208,99.938,4.0,0.568,1,Stomp - Dirty,5kinAndBone5,4,Happy
579,0.151,0.633,321627,0.85,0.0,5,0.0556,-5.915,0,0.344,97.933,4.0,0.761,1,HLM 3,Lunatic,4,Happy
582,0.00207,0.931,255844,0.606,0.461,1,0.092,-8.366,1,0.269,94.018,4.0,0.865,1,Purp Walk,Lunice,4,Happy
583,0.432,0.744,232611,0.685,0.0,7,0.319,-8.332,1,0.34,87.675,4.0,0.56,1,Do You Like It? (Feat. Kool A.D),Chaz Van Queen,4,Happy
585,0.00469,0.821,280173,0.469,0.0,8,0.141,-7.152,1,0.0473,132.002,4.0,0.321,1,Hate Bein' Sober,Chief Keef,4,Happy
586,0.00271,0.908,237293,0.513,0.0,2,0.141,-5.318,1,0.0973,130.047,4.0,0.256,1,Traffic,Lil Reese,4,Happy
588,0.239,0.839,636213,0.583,0.0,1,0.262,-5.941,1,0.268,87.99,4.0,0.557,1,Oldie,Odd Future,4,Happy
589,0.0425,0.79,173160,0.531,0.0,8,0.266,-6.968,1,0.197,86.306,4.0,0.498,1,Started From the Bottom,Drake,4,Happy
592,0.00402,0.937,225940,0.67,0.0,9,0.108,-6.149,1,0.107,136.029,4.0,0.592,1,"Gone, Gone",Juicy J,4,Happy
593,0.0912,0.748,275907,0.703,0.0036,2,0.0635,-11.869,1,0.0663,110.615,4.0,0.618,1,Rock Creek Park,The Blackbyrds,4,Happy
599,0.0234,0.688,219618,0.457,0.0,7,0.127,-9.86,1,0.0338,109.278,4.0,0.645,1,Can't Seem To Make You Mine,Sky Saxon & The Seeds,4,Happy
601,0.00201,0.734,394857,0.686,0.11,5,0.0408,-9.781,0,0.0761,128.021,4.0,0.543,1,Elevate - Q45 Remix,Toni Toni Lee,4,Happy
603,0.00263,0.725,238640,0.798,2.14e-06,0,0.0791,-6.75,0,0.162,124.045,4.0,0.72,1,Can't Shake This Feeling,Grum,4,Happy
604,0.014,0.962,156800,0.592,0.642,9,0.134,-11.716,0,0.108,130.684,4.0,0.361,1,Check Me Out Like,Blaqstarr,4,Happy
605,0.00167,0.845,292654,0.455,5.97e-05,11,0.0414,-5.209,1,0.0693,119.987,4.0,0.832,1,Second Summer,YACHT,4,Happy
607,0.0537,0.648,322760,0.547,0.0439,5,0.0826,-6.547,1,0.0245,141.378,4.0,0.851,1,Walk In The Park,Beach House,4,Happy
608,0.00576,0.77,347387,0.69,0.0107,9,0.0684,-4.903,0,0.0977,118.989,4.0,0.721,1,Reckless (With Your Love),Azari & III,4,Happy
611,0.000548,0.831,155042,0.373,0.000362,1,0.1,-6.896,1,0.157,96.115,4.0,0.356,1,(Bonus) Break Her Down,Iamsu!,4,Happy
614,0.769,0.808,118353,0.593,2.07e-06,1,0.111,-9.395,1,0.344,89.876,4.0,0.88,1,36 Chamber Flow,Flatbush Zombies,4,Happy
615,0.0302,0.798,216585,0.481,0.0,7,0.128,-10.488,1,0.314,127.136,4.0,0.64,1,Trill Hoe,Western Tink,4,Happy
623,0.0415,0.941,207040,0.685,0.0,10,0.08,-5.24,1,0.0752,97.524,4.0,0.695,1,I'm Different,2 Chainz,4,Happy
